2020.11.24-08.39.35,,7 , 31 , (3 5 24 3 14) , 826 , ((3*(3*5))-14)=31 , 247
2020.11.24-08.39.35,,8 , 31 , (3 5 24 3 14) , 2000 , none,  656
2020.11.24-08.39.35,,9 , 31 , (3 5 24 3 14) , 2000 , none,  612
2020.11.24-08.39.35,,10 , 31 , (3 5 24 3 14) , 2000 , none,  463
2020.11.24-08.39.35,,11 , 31 , (3 5 24 3 14) , 2000 , none,  629
2020.11.24-08.39.35,,12 , 31 , (3 5 24 3 14) , 2000 , none,  650
2020.11.24-08.39.35,,13 , 31 , (3 5 24 3 14) , 2000 , none,  655
2020.11.24-08.39.35,,14 , 31 , (3 5 24 3 14) , 2000 , none,  509
2020.11.24-08.39.35,,15 , 31 , (3 5 24 3 14) , 2000 , none,  461
2020.11.24-08.39.35,,16 , 31 , (3 5 24 3 14) , 2000 , none,  585
2020.11.24-08.39.35,,17 , 31 , (3 5 24 3 14) , 2000 , none,  583
2020.11.24-08.39.35,,18 , 31 , (3 5 24 3 14) , 2000 , none,  579
2020.11.24-08.39.35,,19 , 31 , (3 5 24 3 14) , 2000 , none,  571
2020.11.24-08.39.35,,20 , 31 , (3 5 24 3 14) , 2000 , none,  633
2020.11.24-08.39.35,,21 , 31 , (3 5 24 3 14) , 2000 , none,  617
2020.11.24-08.39.35,,22 , 31 , (3 5 24 3 14) , 2000 , none,  597
2020.11.24-08.39.35,,23 , 31 , (3 5 24 3 14) , 2000 , none,  517
2020.11.24-08.39.35,,24 , 31 , (3 5 24 3 14) , 2000 , none,  616
2020.11.24-08.39.35,,25 , 31 , (3 5 24 3 14) , 2000 , none,  596
2020.11.24-08.39.35,,26 , 31 , (3 5 24 3 14) , 2000 , none,  625
2020.11.24-08.39.35,,27 , 31 , (3 5 24 3 14) , 2000 , none,  646
2020.11.24-08.39.35,,28 , 31 , (3 5 24 3 14) , 2000 , none,  537
2020.11.24-08.39.35,,29 , 31 , (3 5 24 3 14) , 2000 , none,  607
2020.11.24-08.39.35,,30 , 31 , (3 5 24 3 14) , 2000 , none,  656
2020.11.24-08.39.35,,31 , 31 , (3 5 24 3 14) , 2000 , none,  618
2020.11.24-08.39.35,,32 , 31 , (3 5 24 3 14) , 2000 , none,  648
2020.11.24-08.39.35,,33 , 31 , (3 5 24 3 14) , 2000 , none,  452
2020.11.24-08.39.35,,34 , 31 , (3 5 24 3 14) , 2000 , none,  579
2020.11.24-08.39.35,,35 , 31 , (3 5 24 3 14) , 2000 , none,  484
2020.11.24-08.39.35,,36 , 31 , (3 5 24 3 14) , 2000 , none,  542
2020.11.24-08.39.35,,37 , 31 , (3 5 24 3 14) , 2000 , none,  588
2020.11.24-08.39.35,,38 , 31 , (3 5 24 3 14) , 2000 , none,  573
2020.11.24-08.39.35,,39 , 31 , (3 5 24 3 14) , 2000 , none,  656
2020.11.24-08.39.35,,40 , 31 , (3 5 24 3 14) , 886 , (((3*3)*5)-14)=31 , 249
2020.11.24-08.39.35,,41 , 31 , (3 5 24 3 14) , 2000 , none,  560
2020.11.24-08.39.35,,42 , 31 , (3 5 24 3 14) , 2000 , none,  575
2020.11.24-08.39.35,,43 , 31 , (3 5 24 3 14) , 2000 , none,  681
2020.11.24-08.39.35,,44 , 31 , (3 5 24 3 14) , 2000 , none,  633
2020.11.24-08.39.35,,45 , 31 , (3 5 24 3 14) , 2000 , none,  606
